Expedient,date,denomination,class-id,image,url                                                                                                                                                                                                                
2091361,22/08/2018,DINARD,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE0OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091361                                                                              
2091363,22/08/2018,POSDATA H MI PARAÍSO ES HAWAII,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091363                                                       
2091365,22/08/2018,SUPERGREEN SOLUTIONS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091365                                                                
2091366,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,16,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091367,22/08/2018,CARNEXPRESS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091367                                                                         
2091369,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,21,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091372,22/08/2018,CALIFORNIA PETS,31,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091372                                                                     
2091373,22/08/2018,ZIREL RESIDENCIAL,36,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091373                                                                   
2091374,22/08/2018,ZIREL RESIDENCIAL,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091374                                                                   
2091375,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091376,22/08/2018,EMANITOS FAMILY FARM,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE1OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091376                                                                
2091377,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091378,22/08/2018,ANCORA LOGYSTICS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091378                                                                    
2091379,22/08/2018,CONECTIN55,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091379                                                                           
2091381,22/08/2018,CONECTIN55,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091381                                                                          
2091383,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091386,22/08/2018,CALIFORNIA PETS,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091386                                                                     
2091387,22/08/2018,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN FACULTAD DE ARTES ESCÉNICAS FAE FACULTAD DE ARTES ESCÉNICAS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/19
2091389,22/08/2018,NAUM GALLERY,14,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091389                                                                        
2091393,22/08/2018,RESCATANDO VIDAS,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091393                                                                    
2091394,22/08/2018,FIERROS & MARCAS,8,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE2OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091394                                                                     
2091395,22/08/2018,FIERROS & MARCAS,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091395                                                                    
2091396,22/08/2018,GABRIELLA RAMIREZ VAZQUEZ,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091396                                                           
2091397,22/08/2018,RESCATANDO VIDAS,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091397                                                                    
2091398,22/08/2018,G GRANJERO,31,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091398                                                                          
2091399,22/08/2018,,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091399                                                                                    
2091400,22/08/2018,YETCARGO,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091400                                                                            
2091401,22/08/2018,GRAN SENDA,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091401                                                                          
2091402,22/08/2018,FORTALECE,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091402                                                                            
2091403,22/08/2018,,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091403                                                                                    
2091404,22/08/2018,TAQUERÍAS KAIROS,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE3OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091404                                                                    
2091405,22/08/2018,ZUVEROA,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091405                                                                             
2091406,22/08/2018,,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091406                                                                                    
2091407,22/08/2018,METCO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091407                                                                               
2091408,22/08/2018,METCO,4,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091408                                                                                
2091409,22/08/2018,NIXRULE,18,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091409                                                                             
2091411,22/08/2018,MOTOR & RUEDAS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091411                                                                      
2091412,22/08/2018,LA TIENDA DE INGREDIENTES SAZON OAXAQUEÑO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091412                                           
2091413,22/08/2018,MANAIA VLS,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091413                                                                          
2091414,22/08/2018,MANAIA VLS,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091414                                                                          
2091415,22/08/2018,COSECHA YAHUA,29,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE4OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091415                                                                       
2091417,22/08/2018,MOTOR & RUEDAS,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091417                                                                      
2091418,22/08/2018,ZUMAVALE,36,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091418                                                                            
2091419,22/08/2018,GLEESENCE,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091419                                                                           
2091420,22/08/2018,FRANCISKA,18,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091420                                                                           
2091421,22/08/2018,EXIT EXPLORE THE WORLD,39,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091421                                                              
2091422,22/08/2018,MEXICAN TIMES PIENSAGLOBAL OPINALOCAL,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091422                                               
2091423,22/08/2018,NBIO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091423                                                                                
2091425,22/08/2018,DISRUPTIO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091425                                                                           
2091426,22/08/2018,NATURA BIOECOLOGICOS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091426                                                                
2091429,22/08/2018,THE HOUSE 2 BEE,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODE5OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091429                                                                     
2091430,22/08/2018,MAFERGASTROPEDIA,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091430                                                                    
2091432,22/08/2018,CHULTUNHA,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091432                                                                           
2091433,22/08/2018,NEOWAY,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091433                                                                               
2091434,22/08/2018,RUCOM,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091434                                                                               
2091435,22/08/2018,SOMMEC SOLUCIONES METALMECANICAS.,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091435                                                   
2091436,22/08/2018,MULTI-PRESET,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091436                                                                         
2091437,22/08/2018,SAPREVI,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091437                                                                             
2091442,22/08/2018,LA CARAMBADA,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091442                                                                        
2091443,22/08/2018,EASY PUMP,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091443                                                                            
2091444,22/08/2018,CONCESIONARIA COMSEG,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIwOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091444                                                                
2091446,22/08/2018,CONCESIONARIA COMSEG,36,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091446                                                                
2091448,22/08/2018,CONCESIONARIA COMSEG,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091448                                                                
2091449,22/08/2018,CONCESIONARIA COMSEG,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091449                                                                
2091451,22/08/2018,CONCESIONARIA COMSEG,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091451                                                                
2091454,22/08/2018,CONCESIONARIA COMSEG,45,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091454                                                                
2091455,22/08/2018,LIZZ MULLER,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091455                                                                         
2091456,22/08/2018,NO TE ACABES,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091456                                                                        
2091457,22/08/2018,VETTA VENTURE INNOVATION LAB,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091457                                                        
2091458,22/08/2018,COLD ENGINE,1,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091458                                                                          
2091460,22/08/2018,PUMP MASTER,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIxOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091460                                                                          
2091461,22/08/2018,ANCE MR,42,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091461                                                                                                                                          
2091462,22/08/2018,YAAB CASA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091462                                                                           
2091463,22/08/2018,KATAI,12,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091463                                                                               
2091464,22/08/2018,ROLLING SKULLS,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091464                                                                      
2091465,22/08/2018,MUUNEK 3D,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091465                                                                           
2091466,22/08/2018,CILSPC CONSORCIO INTEGRAL EN LOGISTICA Y DE SEGURIDAD PRIVADA DEL CENTRO,45,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091466            
2091467,22/08/2018,ORIANNE'S COSMETICO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091467                                                                 
2091468,22/08/2018,MULTI-PRESET,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091468                                                                        
2091469,22/08/2018,RX PRAMOXINE HOLLAND,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091469                                                                 
2091471,22/08/2018,QUITZÉ,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIyOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091471                                                                              
2091472,22/08/2018,CANOMUNE PUPPY DHA2PPI,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091472                                                               
2091476,22/08/2018,EASYLEX,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091476                                                                             
2091477,10/08/2018,LIBRERIA LEVITICO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091477                                                                   
2091478,22/08/2018,CANOMUNE PUPPY DHA2P,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091478                                                                 
2091479,15/08/2018,PEREZ PAJARITO POX,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091479                                                                  
2091481,22/08/2018,CANOMUNE PUPPY DP,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091481                                                                    
2091482,22/08/2018,EASY PUMP,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091482                                                                           
2091483,15/08/2018,CONCORDEÑO,30,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091483                                                                          
2091484,22/08/2018,CANOMUNE DHL,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091484                                                                         
2091486,22/08/2018,CANOMUNE DHA2PPI+L4,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODIzOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091486                                                                  
2091489,22/08/2018,RX HOLLAND ANIMAL HEALTH,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091489                                                             
2091490,22/08/2018,RX HOLLAND ANIMAL HEALTH,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091490                                                             
2091492,22/08/2018,PUMP MASTER,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091492                                                                         
2091493,22/08/2018,MACARIO,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091493                                                                             
2091494,22/08/2018,BASALTO,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091494                                                                             
2091495,22/08/2018,P7 BLACK,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091495                                                                            
2091496,22/08/2018,PECUS,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091496                                                                               
2091497,22/08/2018,AGNUS,33,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091497                                                                               
2091498,22/08/2018,XIMBALA,39,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091498                                                                             
2091499,22/08/2018,XIMBALA,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI0OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091499                                                                             
2091500,22/08/2018,HOLLAND ANIMAL HEALTH,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091500                                                                
